"Fecha","Indicador","Territorio",Valor
"2020-05-26","Fallecidos","Flores",0
"2020-05-26","Fallecidos","Florida",0
"2020-05-26","Fallecidos","Lavalleja",0
"2020-05-26","Fallecidos","Maldonado",4
"2020-05-26","Fallecidos","Montevideo",14
"2020-05-26","Fallecidos","Paysandú",0
"2020-05-26","Fallecidos","Río Negro",0
"2020-05-26","Fallecidos","Rivera",2
"2020-05-26","Fallecidos","Rocha",0
"2020-05-26","Fallecidos","Salto",0
"2020-05-26","Fallecidos","San José",0
"2020-05-26","Fallecidos","Soriano",0
"2020-05-26","Fallecidos","Tacuarembó",0
"2020-05-26","Fallecidos","Treinta y Tres",0
"2020-05-26","Personal de la salud  Confirmados","Todo el país",104
"2020-05-26","Personal de la salud  Recuperados","Todo el país",95
"2020-05-26","Personal de la salud  Activos","Todo el país",8
"2020-05-26","Personal de la salud  Fallecidos","Todo el país",1
"2020-05-26","Cantidad de Tests  Positivos","Todo el país",2
"2020-05-26","Cantidad de Tests  Negativos","Todo el país",772
"2020-05-26","Personas en CTI","Todo el país",5
"2020-05-26","Personas en CI","Todo el país",0
"2020-05-26","Fallecidos","Todo el país",22
"2020-05-26","Casos nuevos","Todo el país",2
"2020-05-27","Casos activos","Artigas",2
"2020-05-27","Casos activos","Canelones",12
"2020-05-27","Casos activos","Cerro Largo",0
"2020-05-27","Casos activos","Colonia",0
"2020-05-27","Casos activos","Durazno",0
"2020-05-27","Casos activos","Flores",0
"2020-05-27","Casos activos","Florida",0
"2020-05-27","Casos activos","Lavalleja",0
"2020-05-27","Casos activos","Maldonado",1
"2020-05-27","Casos activos","Montevideo",76
"2020-05-27","Casos activos","Paysandú",0
"2020-05-27","Casos activos","Río Negro",1
"2020-05-27","Casos activos","Rivera",38
"2020-05-27","Casos activos","Rocha",0
"2020-05-27","Casos activos","Salto",0
"2020-05-27","Casos activos","San José",1
"2020-05-27","Casos activos","Soriano",0
"2020-05-27","Casos activos","Tacuarembó",0
"2020-05-27","Casos activos","Treinta y Tres",0
"2020-05-27","Casos recuperados","Artigas",0
"2020-05-27","Casos recuperados","Canelones",95
"2020-05-27","Casos recuperados","Cerro Largo",0
"2020-05-27","Casos recuperados","Colonia",10
"2020-05-27","Casos recuperados","Durazno",1
"2020-05-27","Casos recuperados","Flores",1
"2020-05-27","Casos recuperados","Florida",0
"2020-05-27","Casos recuperados","Lavalleja",4
"2020-05-27","Casos recuperados","Maldonado",35
"2020-05-27","Casos recuperados","Montevideo",464
"2020-05-27","Casos recuperados","Paysandú",1
"2020-05-27","Casos recuperados","Río Negro",8
"2020-05-27","Casos recuperados","Rivera",0
"2020-05-27","Casos recuperados","Rocha",1
"2020-05-27","Casos recuperados","Salto",12
"2020-05-27","Casos recuperados","San José",5
"2020-05-27","Casos recuperados","Soriano",1
"2020-05-27","Casos recuperados","Tacuarembó",0
"2020-05-27","Casos recuperados","Treinta y Tres",12
"2020-05-27","Fallecidos","Artigas",0
"2020-05-27","Fallecidos","Canelones",2
"2020-05-27","Fallecidos","Cerro Largo",0
"2020-05-27","Fallecidos","Colonia",0
"2020-05-27","Fallecidos","Durazno",0
"2020-05-27","Fallecidos","Flores",0
"2020-05-27","Fallecidos","Florida",0
"2020-05-27","Fallecidos","Lavalleja",0
"2020-05-27","Fallecidos","Maldonado",4
"2020-05-27","Fallecidos","Montevideo",14
"2020-05-27","Fallecidos","Paysandú",0
"2020-05-27","Fallecidos","Río Negro",0
"2020-05-27","Fallecidos","Rivera",2
"2020-05-27","Fallecidos","Rocha",0
"2020-05-27","Fallecidos","Salto",0
"2020-05-27","Fallecidos","San José",0
"2020-05-27","Fallecidos","Soriano",0
"2020-05-27","Fallecidos","Tacuarembó",0
"2020-05-27","Fallecidos","Treinta y Tres",0
"2020-05-27","Personal de la salud  Confirmados","Todo el país",105
"2020-05-27","Personal de la salud  Recuperados","Todo el país",95
"2020-05-27","Personal de la salud  Activos","Todo el país",9
"2020-05-27","Personal de la salud  Fallecidos","Todo el país",1
"2020-05-27","Cantidad de Tests  Positivos","Todo el país",14
"2020-05-27","Cantidad de Tests  Negativos","Todo el país",746
"2020-05-27","Personas en CTI","Todo el país",5
"2020-05-27","Personas en CI","Todo el país",0
"2020-05-27","Fallecidos","Todo el país",22
"2020-05-27","Casos nuevos","Todo el país",14
"2020-05-28","Casos activos","Artigas",2
"2020-05-28","Casos activos","Canelones",11
"2020-05-28","Casos activos","Cerro Largo",1
"2020-05-28","Casos activos","Colonia",0
"2020-05-28","Casos activos","Durazno",0
"2020-05-28","Casos activos","Flores",0
"2020-05-28","Casos activos","Florida",0
"2020-05-28","Casos activos","Lavalleja",0
"2020-05-28","Casos activos","Maldonado",1
"2020-05-28","Casos activos","Montevideo",79
"2020-05-28","Casos activos","Paysandú",0
"2020-05-28","Casos activos","Río Negro",0
"2020-05-28","Casos activos","Rivera",40
"2020-05-28","Casos activos","Rocha",0
"2020-05-28","Casos activos","Salto",0
"2020-05-28","Casos activos","San José",1
"2020-05-28","Casos activos","Soriano",0
"2020-05-28","Casos activos","Tacuarembó",0
"2020-05-28","Casos activos","Treinta y Tres",0
"2020-05-28","Casos recuperados","Artigas",0
"2020-05-28","Casos recuperados","Canelones",96
"2020-05-28","Casos recuperados","Cerro Largo",0
"2020-05-28","Casos recuperados","Colonia",10
"2020-05-28","Casos recuperados","Durazno",1
"2020-05-28","Casos recuperados","Flores",1
"2020-05-28","Casos recuperados","Florida",0
"2020-05-28","Casos recuperados","Lavalleja",4
"2020-05-28","Casos recuperados","Maldonado",35
"2020-05-28","Casos recuperados","Montevideo",466
"2020-05-28","Casos recuperados","Paysandú",1
"2020-05-28","Casos recuperados","Río Negro",9
"2020-05-28","Casos recuperados","Rivera",0
"2020-05-28","Casos recuperados","Rocha",1
"2020-05-28","Casos recuperados","Salto",12
"2020-05-28","Casos recuperados","San José",5
"2020-05-28","Casos recuperados","Soriano",1
"2020-05-28","Casos recuperados","Tacuarembó",0
"2020-05-28","Casos recuperados","Treinta y Tres",12
"2020-05-28","Fallecidos","Artigas",0
"2020-05-28","Fallecidos","Canelones",2
"2020-05-28","Fallecidos","Cerro Largo",0
"2020-05-28","Fallecidos","Colonia",0
"2020-05-28","Fallecidos","Durazno",0
"2020-05-28","Fallecidos","Flores",0
"2020-05-28","Fallecidos","Florida",0
"2020-05-28","Fallecidos","Lavalleja",0
"2020-05-28","Fallecidos","Maldonado",4
"2020-05-28","Fallecidos","Montevideo",14
"2020-05-28","Fallecidos","Paysandú",0
"2020-05-28","Fallecidos","Río Negro",0
"2020-05-28","Fallecidos","Rivera",2
"2020-05-28","Fallecidos","Rocha",0
"2020-05-28","Fallecidos","Salto",0
"2020-05-28","Fallecidos","San José",0
"2020-05-28","Fallecidos","Soriano",0
"2020-05-28","Fallecidos","Tacuarembó",0
"2020-05-28","Fallecidos","Treinta y Tres",0
"2020-05-28","Personal de la salud  Confirmados","Todo el país",105
"2020-05-28","Personal de la salud  Recuperados","Todo el país",95
"2020-05-28","Personal de la salud  Activos","Todo el país",9
"2020-05-28","Personal de la salud  Fallecidos","Todo el país",1
"2020-05-28","Cantidad de Tests  Positivos","Todo el país",12
"2020-05-28","Cantidad de Tests  Negativos","Todo el país",1228
"2020-05-28","Personas en CTI","Todo el país",5
"2020-05-28","Personas en CI","Todo el país",0
"2020-05-28","Fallecidos","Todo el país",22
"2020-05-28","Casos nuevos","Todo el país",8
"2020-05-29","Casos activos","Artigas",2
"2020-05-29","Casos activos","Canelones",11
"2020-05-29","Casos activos","Cerro Largo",1
"2020-05-29","Casos activos","Colonia",0
"2020-05-29","Casos activos","Durazno",0
"2020-05-29","Casos activos","Flores",0
"2020-05-29","Casos activos","Florida",0
"2020-05-29","Casos activos","Lavalleja",0
"2020-05-29","Casos activos","Maldonado",1
"2020-05-29","Casos activos","Montevideo",55
"2020-05-29","Casos activos","Paysandú",0
"2020-05-29","Casos activos","Río Negro",0
"2020-05-29","Casos activos","Rivera",42
"2020-05-29","Casos activos","Rocha",0
"2020-05-29","Casos activos","Salto",1
"2020-05-29","Casos activos","San José",1
"2020-05-29","Casos activos","Soriano",0
"2020-05-29","Casos activos","Tacuarembó",0
"2020-05-29","Casos activos","Treinta y Tres",0
"2020-05-29","Casos recuperados","Artigas",0
"2020-05-29","Casos recuperados","Canelones",96
"2020-05-29","Casos recuperados","Cerro Largo",0
"2020-05-29","Casos recuperados","Colonia",10
"2020-05-29","Casos recuperados","Durazno",1
"2020-05-29","Casos recuperados","Flores",1
"2020-05-29","Casos recuperados","Florida",0
"2020-05-29","Casos recuperados","Lavalleja",4
"2020-05-29","Casos recuperados","Maldonado",35
"2020-05-29","Casos recuperados","Montevideo",492
"2020-05-29","Casos recuperados","Paysandú",1
"2020-05-29","Casos recuperados","Río Negro",9
"2020-05-29","Casos recuperados","Rivera",0
"2020-05-29","Casos recuperados","Rocha",1
"2020-05-29","Casos recuperados","Salto",12
"2020-05-29","Casos recuperados","San José",5
"2020-05-29","Casos recuperados","Soriano",1
"2020-05-29","Casos recuperados","Tacuarembó",0
"2020-05-29","Casos recuperados","Treinta y Tres",12
"2020-05-29","Fallecidos","Artigas",0
"2020-05-29","Fallecidos","Canelones",2
"2020-05-29","Fallecidos","Cerro Largo",0
"2020-05-29","Fallecidos","Colonia",0
"2020-05-29","Fallecidos","Durazno",0
"2020-05-29","Fallecidos","Flores",0
"2020-05-29","Fallecidos","Florida",0
"2020-05-29","Fallecidos","Lavalleja",0
"2020-05-29","Fallecidos","Maldonado",4
"2020-05-29","Fallecidos","Montevideo",14
"2020-05-29","Fallecidos","Paysandú",0
"2020-05-29","Fallecidos","Río Negro",0
"2020-05-29","Fallecidos","Rivera",2
"2020-05-29","Fallecidos","Rocha",0
"2020-05-29","Fallecidos","Salto",0
"2020-05-29","Fallecidos","San José",0
"2020-05-29","Fallecidos","Soriano",0
"2020-05-29","Fallecidos","Tacuarembó",0
"2020-05-29","Fallecidos","Treinta y Tres",0
"2020-05-29","Personal de la salud  Confirmados","Todo el país",105
"2020-05-29","Personal de la salud  Recuperados","Todo el país",98
"2020-05-29","Personal de la salud  Activos","Todo el país",6
"2020-05-29","Personal de la salud  Fallecidos","Todo el país",1
"2020-05-29","Cantidad de Tests  Positivos","Todo el país",7
"2020-05-29","Cantidad de Tests  Negativos","Todo el país",1148
"2020-05-29","Personas en CTI","Todo el país",6
"2020-05-29","Personas en CI","Todo el país",0
"2020-05-29","Fallecidos","Todo el país",22
"2020-05-29","Casos nuevos","Todo el país",5
"2020-05-30","Casos activos","Artigas",3
"2020-05-30","Casos activos","Canelones",11
"2020-05-30","Casos activos","Cerro Largo",1
"2020-05-30","Casos activos","Colonia",0
"2020-05-30","Casos activos","Durazno",0
"2020-05-30","Casos activos","Flores",0
"2020-05-30","Casos activos","Florida",0
"2020-05-30","Casos activos","Lavalleja",0
"2020-05-30","Casos activos","Maldonado",1
"2020-05-30","Casos activos","Montevideo",54
"2020-05-30","Casos activos","Paysandú",0
"2020-05-30","Casos activos","Río Negro",0
"2020-05-30","Casos activos","Rivera",45
"2020-05-30","Casos activos","Rocha",0
"2020-05-30","Casos activos","Salto",1
"2020-05-30","Casos activos","San José",1
"2020-05-30","Casos activos","Soriano",0
"2020-05-30","Casos activos","Tacuarembó",0
"2020-05-30","Casos activos","Treinta y Tres",0
"2020-05-30","Casos recuperados","Artigas",0
"2020-05-30","Casos recuperados","Canelones",96
"2020-05-30","Casos recuperados","Cerro Largo",0
"2020-05-30","Casos recuperados","Colonia",10
"2020-05-30","Casos recuperados","Durazno",1
"2020-05-30","Casos recuperados","Flores",1
"2020-05-30","Casos recuperados","Florida",0
"2020-05-30","Casos recuperados","Lavalleja",4
"2020-05-30","Casos recuperados","Maldonado",35
"2020-05-30","Casos recuperados","Montevideo",494
"2020-05-30","Casos recuperados","Paysandú",1
"2020-05-30","Casos recuperados","Río Negro",9
"2020-05-30","Casos recuperados","Rivera",0
"2020-05-30","Casos recuperados","Rocha",1
"2020-05-30","Casos recuperados","Salto",12
"2020-05-30","Casos recuperados","San José",5
"2020-05-30","Casos recuperados","Soriano",1
"2020-05-30","Casos recuperados","Tacuarembó",0
"2020-05-30","Casos recuperados","Treinta y Tres",12
"2020-05-30","Fallecidos","Artigas",0
"2020-05-30","Fallecidos","Canelones",2
"2020-05-30","Fallecidos","Cerro Largo",0
"2020-05-30","Fallecidos","Colonia",0
"2020-05-30","Fallecidos","Durazno",0
"2020-05-30","Fallecidos","Flores",0
"2020-05-30","Fallecidos","Florida",0
"2020-05-30","Fallecidos","Lavalleja",0
"2020-05-30","Fallecidos","Maldonado",4
"2020-05-30","Fallecidos","Montevideo",14
"2020-05-30","Fallecidos","Paysandú",0
"2020-05-30","Fallecidos","Río Negro",0
"2020-05-30","Fallecidos","Rivera",2
"2020-05-30","Fallecidos","Rocha",0
"2020-05-30","Fallecidos","Salto",0
"2020-05-30","Fallecidos","San José",0
"2020-05-30","Fallecidos","Soriano",0
"2020-05-30","Fallecidos","Tacuarembó",0
"2020-05-30","Fallecidos","Treinta y Tres",0
"2020-05-30","Personal de la salud  Confirmados","Todo el país",105
"2020-05-30","Personal de la salud  Recuperados","Todo el país",98
"2020-05-30","Personal de la salud  Activos","Todo el país",6
"2020-05-30","Personal de la salud  Fallecidos","Todo el país",1
"2020-05-30","Cantidad de Tests  Positivos","Todo el país",8
"2020-05-30","Cantidad de Tests  Negativos","Todo el país",847
"2020-05-30","Personas en CTI","Todo el país",5
"2020-05-30","Personas en CI","Todo el país",0
"2020-05-30","Fallecidos","Todo el país",22
"2020-05-30","Casos nuevos","Todo el país",5
"2020-05-31","Casos activos","Artigas",3
"2020-05-31","Casos activos","Canelones",11
"2020-05-31","Casos activos","Cerro Largo",1
"2020-05-31","Casos activos","Colonia",0
"2020-05-31","Casos activos","Durazno",0
"2020-05-31","Casos activos","Flores",0
"2020-05-31","Casos activos","Florida",0
"2020-05-31","Casos activos","Lavalleja",0
"2020-05-31","Casos activos","Maldonado",1
"2020-05-31","Casos activos","Montevideo",52
"2020-05-31","Casos activos","Paysandú",0
"2020-05-31","Casos activos","Río Negro",0
"2020-05-31","Casos activos","Rivera",46
"2020-05-31","Casos activos","Rocha",0
"2020-05-31","Casos activos","Salto",1
"2020-05-31","Casos activos","San José",1
"2020-05-31","Casos activos","Soriano",0
"2020-05-31","Casos activos","Tacuarembó",0
"2020-05-31","Casos activos","Treinta y Tres",0
"2020-05-31","Casos recuperados","Artigas",0
"2020-05-31","Casos recuperados","Canelones",96
"2020-05-31","Casos recuperados","Cerro Largo",0
"2020-05-31","Casos recuperados","Colonia",10
"2020-05-31","Casos recuperados","Durazno",1
"2020-05-31","Casos recuperados","Flores",1
"2020-05-31","Casos recuperados","Florida",0
"2020-05-31","Casos recuperados","Lavalleja",4
"2020-05-31","Casos recuperados","Maldonado",35
"2020-05-31","Casos recuperados","Montevideo",496
"2020-05-31","Casos recuperados","Paysandú",1
"2020-05-31","Casos recuperados","Río Negro",9
"2020-05-31","Casos recuperados","Rivera",1
"2020-05-31","Casos recuperados","Rocha",1
"2020-05-31","Casos recuperados","Salto",12
"2020-05-31","Casos recuperados","San José",5
"2020-05-31","Casos recuperados","Soriano",1
"2020-05-31","Casos recuperados","Tacuarembó",0
"2020-05-31","Casos recuperados","Treinta y Tres",12
"2020-05-31","Fallecidos","Artigas",0
"2020-05-31","Fallecidos","Canelones",2
"2020-05-31","Fallecidos","Cerro Largo",0
"2020-05-31","Fallecidos","Colonia",0
"2020-05-31","Fallecidos","Durazno",0
"2020-05-31","Fallecidos","Flores",0
"2020-05-31","Fallecidos","Florida",0
"2020-05-31","Fallecidos","Lavalleja",0
"2020-05-31","Fallecidos","Maldonado",4
"2020-05-31","Fallecidos","Montevideo",14
"2020-05-31","Fallecidos","Paysandú",0
"2020-05-31","Fallecidos","Río Negro",0
"2020-05-31","Fallecidos","Rivera",2
"2020-05-31","Fallecidos","Rocha",0
"2020-05-31","Fallecidos","Salto",0
"2020-05-31","Fallecidos","San José",0
"2020-05-31","Fallecidos","Soriano",0
"2020-05-31","Fallecidos","Tacuarembó",0
"2020-05-31","Fallecidos","Treinta y Tres",0
"2020-05-31","Personal de la salud  Confirmados","Todo el país",106
"2020-05-31","Personal de la salud  Recuperados","Todo el país",98
"2020-05-31","Personal de la salud  Activos","Todo el país",7
"2020-05-31","Personal de la salud  Fallecidos","Todo el país",1
"2020-05-31","Cantidad de Tests  Positivos","Todo el país",4
"2020-05-31","Cantidad de Tests  Negativos","Todo el país",428
"2020-05-31","Personas en CTI","Todo el país",5
"2020-05-31","Personas en CI","Todo el país",0
"2020-05-31","Fallecidos","Todo el país",22
"2020-05-31","Casos nuevos","Todo el país",2
"2020-06-01","Casos activos","Artigas",3
"2020-06-01","Casos activos","Canelones",10
"2020-06-01","Casos activos","Cerro Largo",1
"2020-06-01","Casos activos","Colonia",0
"2020-06-01","Casos activos","Durazno",0
"2020-06-01","Casos activos","Flores",0
"2020-06-01","Casos activos","Florida",0
"2020-06-01","Casos activos","Lavalleja",0
"2020-06-01","Casos activos","Maldonado",1
"2020-06-01","Casos activos","Montevideo",48
"2020-06-01","Casos activos","Paysandú",0
"2020-06-01","Casos activos","Río Negro",0
"2020-06-01","Casos activos","Rivera",48
"2020-06-01","Casos activos","Rocha",0
"2020-06-01","Casos activos","Salto",1
"2020-06-01","Casos activos","San José",1
"2020-06-01","Casos activos","Soriano",0
"2020-06-01","Casos activos","Tacuarembó",0
"2020-06-01","Casos activos","Treinta y Tres",0
"2020-06-01","Casos recuperados","Artigas",0
"2020-06-01","Casos recuperados","Canelones",97
"2020-06-01","Casos recuperados","Cerro Largo",0
"2020-06-01","Casos recuperados","Colonia",10
"2020-06-01","Casos recuperados","Durazno",1
"2020-06-01","Casos recuperados","Flores",1
"2020-06-01","Casos recuperados","Florida",0
"2020-06-01","Casos recuperados","Lavalleja",4
"2020-06-01","Casos recuperados","Maldonado",35
"2020-06-01","Casos recuperados","Montevideo",499
"2020-06-01","Casos recuperados","Paysandú",1
"2020-06-01","Casos recuperados","Río Negro",9
"2020-06-01","Casos recuperados","Rivera",1
"2020-06-01","Casos recuperados","Rocha",1
"2020-06-01","Casos recuperados","Salto",12
"2020-06-01","Casos recuperados","San José",5
"2020-06-01","Casos recuperados","Soriano",1
"2020-06-01","Casos recuperados","Tacuarembó",0
"2020-06-01","Casos recuperados","Treinta y Tres",12
"2020-06-01","Fallecidos","Artigas",0
"2020-06-01","Fallecidos","Canelones",2
"2020-06-01","Fallecidos","Cerro Largo",0
"2020-06-01","Fallecidos","Colonia",0
"2020-06-01","Fallecidos","Durazno",0
"2020-06-01","Fallecidos","Flores",0
"2020-06-01","Fallecidos","Florida",0
"2020-06-01","Fallecidos","Lavalleja",0
"2020-06-01","Fallecidos","Maldonado",4
"2020-06-01","Fallecidos","Montevideo",15
"2020-06-01","Fallecidos","Paysandú",0
"2020-06-01","Fallecidos","Río Negro",0
"2020-06-01","Fallecidos","Rivera",2
"2020-06-01","Fallecidos","Rocha",0
"2020-06-01","Fallecidos","Salto",0
"2020-06-01","Fallecidos","San José",0
"2020-06-01","Fallecidos","Soriano",0
"2020-06-01","Fallecidos","Tacuarembó",0
"2020-06-01","Fallecidos","Treinta y Tres",0
"2020-06-01","Personal de la salud  Confirmados","Todo el país",106
"2020-06-01","Personal de la salud  Recuperados","Todo el país",98
"2020-06-01","Personal de la salud  Activos","Todo el país",7
"2020-06-01","Personal de la salud  Fallecidos","Todo el país",1
"2020-06-01","Cantidad de Tests  Positivos","Todo el país",9
"2020-06-01","Cantidad de Tests  Negativos","Todo el país",591
"2020-06-01","Personas en CTI","Todo el país",4
"2020-06-01","Personas en CI","Todo el país",0
"2020-06-01","Fallecidos","Todo el país",23
"2020-06-01","Casos nuevos","Todo el país",2
"2020-06-02","Casos activos","Artigas",3
"2020-06-02","Casos activos","Canelones",10
"2020-06-02","Casos activos","Cerro Largo",1
"2020-06-02","Casos activos","Colonia",0
"2020-06-02","Casos activos","Durazno",0
"2020-06-02","Casos activos","Flores",0
"2020-06-02","Casos activos","Florida",0
"2020-06-02","Casos activos","Lavalleja",0
"2020-06-02","Casos activos","Maldonado",0
"2020-06-02","Casos activos","Montevideo",47
"2020-06-02","Casos activos","Paysandú",0
"2020-06-02","Casos activos","Río Negro",0
"2020-06-02","Casos activos","Rivera",48
"2020-06-02","Casos activos","Rocha",1
"2020-06-02","Casos activos","Salto",1
"2020-06-02","Casos activos","San José",1
"2020-06-02","Casos activos","Soriano",0
"2020-06-02","Casos activos","Tacuarembó",0
"2020-06-02","Casos activos","Treinta y Tres",0
"2020-06-02","Casos recuperados","Artigas",0
"2020-06-02","Casos recuperados","Canelones",97
"2020-06-02","Casos recuperados","Cerro Largo",0
"2020-06-02","Casos recuperados","Colonia",10
"2020-06-02","Casos recuperados","Durazno",1
"2020-06-02","Casos recuperados","Flores",1
"2020-06-02","Casos recuperados","Florida",0
"2020-06-02","Casos recuperados","Lavalleja",4
"2020-06-02","Casos recuperados","Maldonado",36
"2020-06-02","Casos recuperados","Montevideo",500
"2020-06-02","Casos recuperados","Paysandú",1
"2020-06-02","Casos recuperados","Río Negro",9
"2020-06-02","Casos recuperados","Rivera",1
"2020-06-02","Casos recuperados","Rocha",1
"2020-06-02","Casos recuperados","Salto",12
"2020-06-02","Casos recuperados","San José",5
"2020-06-02","Casos recuperados","Soriano",1
"2020-06-02","Casos recuperados","Tacuarembó",0
"2020-06-02","Casos recuperados","Treinta y Tres",12
"2020-06-02","Fallecidos","Artigas",0
"2020-06-02","Fallecidos","Canelones",2
"2020-06-02","Fallecidos","Cerro Largo",0
"2020-06-02","Fallecidos","Colonia",0
"2020-06-02","Fallecidos","Durazno",0
"2020-06-02","Fallecidos","Flores",0
"2020-06-02","Fallecidos","Florida",0
"2020-06-02","Fallecidos","Lavalleja",0
"2020-06-02","Fallecidos","Maldonado",4
"2020-06-02","Fallecidos","Montevideo",15
"2020-06-02","Fallecidos","Paysandú",0
"2020-06-02","Fallecidos","Río Negro",0
"2020-06-02","Fallecidos","Rivera",2
"2020-06-02","Fallecidos","Rocha",0
"2020-06-02","Fallecidos","Salto",0
"2020-06-02","Fallecidos","San José",0
"2020-06-02","Fallecidos","Soriano",0
"2020-06-02","Fallecidos","Tacuarembó",0
"2020-06-02","Fallecidos","Treinta y Tres",0
"2020-06-02","Personal de la salud  Confirmados","Todo el país",106
"2020-06-02","Personal de la salud  Recuperados","Todo el país",98
"2020-06-02","Personal de la salud  Activos","Todo el país",7
"2020-06-02","Personal de la salud  Fallecidos","Todo el país",1
"2020-06-02","Cantidad de Tests  Positivos","Todo el país",3
"2020-06-02","Cantidad de Tests  Negativos","Todo el país",712
"2020-06-02","Personas en CTI","Todo el país",4
"2020-06-02","Personas en CI","Todo el país",0
"2020-06-02","Fallecidos","Todo el país",23
"2020-06-02","Casos nuevos","Todo el país",1
"2020-06-03","Casos activos","Artigas",3
"2020-06-03","Casos activos","Canelones",11
"2020-06-03","Casos activos","Cerro Largo",1
"2020-06-03","Casos activos","Colonia",0
"2020-06-03","Casos activos","Durazno",0
"2020-06-03","Casos activos","Flores",0
"2020-06-03","Casos activos","Florida",0
"2020-06-03","Casos activos","Lavalleja",0
"2020-06-03","Casos activos","Maldonado",0
"2020-06-03","Casos activos","Montevideo",44
"2020-06-03","Casos activos","Paysandú",0
"2020-06-03","Casos activos","Río Negro",0
"2020-06-03","Casos activos","Rivera",45
"2020-06-03","Casos activos","Rocha",1
"2020-06-03","Casos activos","Salto",1
"2020-06-03","Casos activos","San José",1
"2020-06-03","Casos activos","Soriano",0
"2020-06-03","Casos activos","Tacuarembó",0
"2020-06-03","Casos activos","Treinta y Tres",0
"2020-06-03","Casos recuperados","Artigas",0
"2020-06-03","Casos recuperados","Canelones",97
"2020-06-03","Casos recuperados","Cerro Largo",0
"2020-06-03","Casos recuperados","Colonia",10
"2020-06-03","Casos recuperados","Durazno",1
"2020-06-03","Casos recuperados","Flores",1
"2020-06-03","Casos recuperados","Florida",0
"2020-06-03","Casos recuperados","Lavalleja",4
"2020-06-03","Casos recuperados","Maldonado",36
"2020-06-03","Casos recuperados","Montevideo",504
"2020-06-03","Casos recuperados","Paysandú",1
"2020-06-03","Casos recuperados","Río Negro",9
"2020-06-03","Casos recuperados","Rivera",4
"2020-06-03","Casos recuperados","Rocha",1
"2020-06-03","Casos recuperados","Salto",12
"2020-06-03","Casos recuperados","San José",5
"2020-06-03","Casos recuperados","Soriano",1
"2020-06-03","Casos recuperados","Tacuarembó",0
"2020-06-03","Casos recuperados","Treinta y Tres",12
"2020-06-03","Fallecidos","Artigas",0
"2020-06-03","Fallecidos","Canelones",2
"2020-06-03","Fallecidos","Cerro Largo",0
"2020-06-03","Fallecidos","Colonia",0
"2020-06-03","Fallecidos","Durazno",0
"2020-06-03","Fallecidos","Flores",0
"2020-06-03","Fallecidos","Florida",0
"2020-06-03","Fallecidos","Lavalleja",0
"2020-06-03","Fallecidos","Maldonado",4
"2020-06-03","Fallecidos","Montevideo",15
"2020-06-03","Fallecidos","Paysandú",0
"2020-06-03","Fallecidos","Río Negro",0
"2020-06-03","Fallecidos","Rivera",2
"2020-06-03","Fallecidos","Rocha",0
"2020-06-03","Fallecidos","Salto",0
"2020-06-03","Fallecidos","San José",0
"2020-06-03","Fallecidos","Soriano",0
"2020-06-03","Fallecidos","Tacuarembó",0
"2020-06-03","Fallecidos","Treinta y Tres",0
"2020-06-03","Personal de la salud  Confirmados","Todo el país",106
"2020-06-03","Personal de la salud  Recuperados","Todo el país",98
"2020-06-03","Personal de la salud  Activos","Todo el país",7
"2020-06-03","Personal de la salud  Fallecidos","Todo el país",1
"2020-06-03","Cantidad de Tests  Positivos","Todo el país",0
"2020-06-03","Cantidad de Tests  Negativos","Todo el país",551
"2020-06-03","Personas en CTI","Todo el país",4
"2020-06-03","Personas en CI","Todo el país",0
"2020-06-03","Fallecidos","Todo el país",23
"2020-06-03","Casos nuevos","Todo el país",2
"2020-06-04","Casos activos","Artigas",2
"2020-06-04","Casos activos","Canelones",9
"2020-06-04","Casos activos","Cerro Largo",1
"2020-06-04","Casos activos","Colonia",0
"2020-06-04","Casos activos","Durazno",0
"2020-06-04","Casos activos","Flores",1
"2020-06-04","Casos activos","Florida",0
"2020-06-04","Casos activos","Lavalleja",0
"2020-06-04","Casos activos","Maldonado",0
"2020-06-04","Casos activos","Montevideo",42
"2020-06-04","Casos activos","Paysandú",0
"2020-06-04","Casos activos","Río Negro",0
"2020-06-04","Casos activos","Rivera",42
"2020-06-04","Casos activos","Rocha",1
"2020-06-04","Casos activos","Salto",1
"2020-06-04","Casos activos","San José",1
"2020-06-04","Casos activos","Soriano",0
"2020-06-04","Casos activos","Tacuarembó",0
"2020-06-04","Casos activos","Treinta y Tres",0
"2020-06-04","Casos recuperados","Artigas",1
"2020-06-04","Casos recuperados","Canelones",100
"2020-06-04","Casos recuperados","Cerro Largo",0
"2020-06-04","Casos recuperados","Colonia",10
"2020-06-04","Casos recuperados","Durazno",1
"2020-06-04","Casos recuperados","Flores",1
"2020-06-04","Casos recuperados","Florida",0
"2020-06-04","Casos recuperados","Lavalleja",4
"2020-06-04","Casos recuperados","Maldonado",36
"2020-06-04","Casos recuperados","Montevideo",507
"2020-06-04","Casos recuperados","Paysandú",1
"2020-06-04","Casos recuperados","Río Negro",9
"2020-06-04","Casos recuperados","Rivera",8
"2020-06-04","Casos recuperados","Rocha",1
"2020-06-04","Casos recuperados","Salto",12
"2020-06-04","Casos recuperados","San José",5
"2020-06-04","Casos recuperados","Soriano",1
"2020-06-04","Casos recuperados","Tacuarembó",0
"2020-06-04","Casos recuperados","Treinta y Tres",12
"2020-06-04","Fallecidos","Artigas",0
