"Fecha","Indicador","Territorio",Valor
"2020-04-26","Casos nuevos ","Todo el país",10
"2020-04-27","Casos activos","Artigas",0
"2020-04-27","Casos activos","Canelones",19
"2020-04-27","Casos activos","Cerro Largo",0
"2020-04-27","Casos activos","Colonia",2
"2020-04-27","Casos activos","Durazno",1
"2020-04-27","Casos activos","Flores",0
"2020-04-27","Casos activos","Florida",0
"2020-04-27","Casos activos","Lavalleja",1
"2020-04-27","Casos activos","Maldonado",8
"2020-04-27","Casos activos","Montevideo",178
"2020-04-27","Casos activos","Paysandú",0
"2020-04-27","Casos activos","Río Negro",2
"2020-04-27","Casos activos","Rivera",0
"2020-04-27","Casos activos","Rocha",0
"2020-04-27","Casos activos","Salto",2
"2020-04-27","Casos activos","San José",2
"2020-04-27","Casos activos","Soriano",0
"2020-04-27","Casos activos","Tacuarembó",0
"2020-04-27","Casos activos","Treinta y Tres",4
"2020-04-27","Casos recuperados","Artigas",0
"2020-04-27","Casos recuperados","Canelones",64
"2020-04-27","Casos recuperados","Cerro Largo",0
"2020-04-27","Casos recuperados","Colonia",6
"2020-04-27","Casos recuperados","Durazno",0
"2020-04-27","Casos recuperados","Flores",1
"2020-04-27","Casos recuperados","Florida",0
"2020-04-27","Casos recuperados","Lavalleja",3
"2020-04-27","Casos recuperados","Maldonado",13
"2020-04-27","Casos recuperados","Montevideo",278
"2020-04-27","Casos recuperados","Paysandú",1
"2020-04-27","Casos recuperados","Río Negro",7
"2020-04-27","Casos recuperados","Rivera",0
"2020-04-27","Casos recuperados","Rocha",1
"2020-04-27","Casos recuperados","Salto",10
"2020-04-27","Casos recuperados","San José",1
"2020-04-27","Casos recuperados","Soriano",1
"2020-04-27","Casos recuperados","Tacuarembó",0
"2020-04-27","Casos recuperados","Treinta y Tres",0
"2020-04-27","Fallecidos","Artigas",0
"2020-04-27","Fallecidos","Canelones",2
"2020-04-27","Fallecidos","Cerro Largo",0
"2020-04-27","Fallecidos","Colonia",0
"2020-04-27","Fallecidos","Durazno",0
"2020-04-27","Fallecidos","Flores",0
"2020-04-27","Fallecidos","Florida",0
"2020-04-27","Fallecidos","Lavalleja",0
"2020-04-27","Fallecidos","Maldonado",3
"2020-04-27","Fallecidos","Montevideo",10
"2020-04-27","Fallecidos","Paysandú",0
"2020-04-27","Fallecidos","Río Negro",0
"2020-04-27","Fallecidos","Rivera",0
"2020-04-27","Fallecidos","Rocha",0
"2020-04-27","Fallecidos","Salto",0
"2020-04-27","Fallecidos","San José",0
"2020-04-27","Fallecidos","Soriano",0
"2020-04-27","Fallecidos","Tacuarembó",0
"2020-04-27","Fallecidos","Treinta y Tres",0
"2020-04-27","Personal de la salud  Confirmados ","Todo el país",95
"2020-04-27","Personal de la salud  Recuperados ","Todo el país",65
"2020-04-27","Personal de la salud  Activos ","Todo el país",30
"2020-04-27","Personal de la salud  Fallecidos ","Todo el país",0
"2020-04-27","Cantidad de Tests  Positivos ","Todo el país",2
"2020-04-27","Cantidad de Tests  Negativos ","Todo el país",440
"2020-04-27","Personas en CTI","Todo el país",11
"2020-04-27","Personas en CI","Todo el país",0
"2020-04-27","Fallecidos ","Todo el país",15
"2020-04-27","Casos nuevos ","Todo el país",14
"2020-04-28","Casos activos","Artigas",0
"2020-04-28","Casos activos","Canelones",17
"2020-04-28","Casos activos","Cerro Largo",0
"2020-04-28","Casos activos","Colonia",2
"2020-04-28","Casos activos","Durazno",1
"2020-04-28","Casos activos","Flores",0
"2020-04-28","Casos activos","Florida",0
"2020-04-28","Casos activos","Lavalleja",0
"2020-04-28","Casos activos","Maldonado",8
"2020-04-28","Casos activos","Montevideo",179
"2020-04-28","Casos activos","Paysandú",0
"2020-04-28","Casos activos","Río Negro",1
"2020-04-28","Casos activos","Rivera",0
"2020-04-28","Casos activos","Rocha",0
"2020-04-28","Casos activos","Salto",2
"2020-04-28","Casos activos","San José",2
"2020-04-28","Casos activos","Soriano",0
"2020-04-28","Casos activos","Tacuarembó",0
"2020-04-28","Casos activos","Treinta y Tres",4
"2020-04-28","Casos recuperados","Artigas",0
"2020-04-28","Casos recuperados","Canelones",66
"2020-04-28","Casos recuperados","Cerro Largo",0
"2020-04-28","Casos recuperados","Colonia",6
"2020-04-28","Casos recuperados","Durazno",0
"2020-04-28","Casos recuperados","Flores",1
"2020-04-28","Casos recuperados","Florida",0
"2020-04-28","Casos recuperados","Lavalleja",4
"2020-04-28","Casos recuperados","Maldonado",13
"2020-04-28","Casos recuperados","Montevideo",282
"2020-04-28","Casos recuperados","Paysandú",1
"2020-04-28","Casos recuperados","Río Negro",8
"2020-04-28","Casos recuperados","Rivera",0
"2020-04-28","Casos recuperados","Rocha",1
"2020-04-28","Casos recuperados","Salto",10
"2020-04-28","Casos recuperados","San José",1
"2020-04-28","Casos recuperados","Soriano",1
"2020-04-28","Casos recuperados","Tacuarembó",0
"2020-04-28","Casos recuperados","Treinta y Tres",0
"2020-04-28","Fallecidos","Artigas",0
"2020-04-28","Fallecidos","Canelones",2
"2020-04-28","Fallecidos","Cerro Largo",0
"2020-04-28","Fallecidos","Colonia",0
"2020-04-28","Fallecidos","Durazno",0
"2020-04-28","Fallecidos","Flores",0
"2020-04-28","Fallecidos","Florida",0
"2020-04-28","Fallecidos","Lavalleja",0
"2020-04-28","Fallecidos","Maldonado",3
"2020-04-28","Fallecidos","Montevideo",10
"2020-04-28","Fallecidos","Paysandú",0
"2020-04-28","Fallecidos","Río Negro",0
"2020-04-28","Fallecidos","Rivera",0
"2020-04-28","Fallecidos","Rocha",0
"2020-04-28","Fallecidos","Salto",0
"2020-04-28","Fallecidos","San José",0
"2020-04-28","Fallecidos","Soriano",0
"2020-04-28","Fallecidos","Tacuarembó",0
"2020-04-28","Fallecidos","Treinta y Tres",0
"2020-04-28","Personal de la salud  Confirmados ","Todo el país",95
"2020-04-28","Personal de la salud  Recuperados ","Todo el país",66
"2020-04-28","Personal de la salud  Activos ","Todo el país",29
"2020-04-28","Personal de la salud  Fallecidos ","Todo el país",0
"2020-04-28","Cantidad de Tests  Positivos ","Todo el país",6
"2020-04-28","Cantidad de Tests  Negativos ","Todo el país",629
"2020-04-28","Personas en CTI","Todo el país",11
"2020-04-28","Personas en CI","Todo el país",0
"2020-04-28","Fallecidos ","Todo el país",15
"2020-04-28","Casos nuevos ","Todo el país",5
"2020-04-29","Casos activos","Artigas",0
"2020-04-29","Casos activos","Canelones",17
"2020-04-29","Casos activos","Cerro Largo",0
"2020-04-29","Casos activos","Colonia",2
"2020-04-29","Casos activos","Durazno",0
"2020-04-29","Casos activos","Flores",0
"2020-04-29","Casos activos","Florida",0
"2020-04-29","Casos activos","Lavalleja",0
"2020-04-29","Casos activos","Maldonado",8
"2020-04-29","Casos activos","Montevideo",167
"2020-04-29","Casos activos","Paysandú",0
"2020-04-29","Casos activos","Río Negro",1
"2020-04-29","Casos activos","Rivera",0
"2020-04-29","Casos activos","Rocha",0
"2020-04-29","Casos activos","Salto",2
"2020-04-29","Casos activos","San José",2
"2020-04-29","Casos activos","Soriano",0
"2020-04-29","Casos activos","Tacuarembó",0
"2020-04-29","Casos activos","Treinta y Tres",4
"2020-04-29","Casos recuperados","Artigas",0
"2020-04-29","Casos recuperados","Canelones",66
"2020-04-29","Casos recuperados","Cerro Largo",0
"2020-04-29","Casos recuperados","Colonia",6
"2020-04-29","Casos recuperados","Durazno",1
"2020-04-29","Casos recuperados","Flores",1
"2020-04-29","Casos recuperados","Florida",0
"2020-04-29","Casos recuperados","Lavalleja",4
"2020-04-29","Casos recuperados","Maldonado",14
"2020-04-29","Casos recuperados","Montevideo",298
"2020-04-29","Casos recuperados","Paysandú",1
"2020-04-29","Casos recuperados","Río Negro",8
"2020-04-29","Casos recuperados","Rivera",0
"2020-04-29","Casos recuperados","Rocha",1
"2020-04-29","Casos recuperados","Salto",10
"2020-04-29","Casos recuperados","San José",1
"2020-04-29","Casos recuperados","Soriano",1
"2020-04-29","Casos recuperados","Tacuarembó",0
"2020-04-29","Casos recuperados","Treinta y Tres",0
"2020-04-29","Fallecidos","Artigas",0
"2020-04-29","Fallecidos","Canelones",2
"2020-04-29","Fallecidos","Cerro Largo",0
"2020-04-29","Fallecidos","Colonia",0
"2020-04-29","Fallecidos","Durazno",0
"2020-04-29","Fallecidos","Flores",0
"2020-04-29","Fallecidos","Florida",0
"2020-04-29","Fallecidos","Lavalleja",0
"2020-04-29","Fallecidos","Maldonado",3
"2020-04-29","Fallecidos","Montevideo",10
"2020-04-29","Fallecidos","Paysandú",0
"2020-04-29","Fallecidos","Río Negro",0
"2020-04-29","Fallecidos","Rivera",0
"2020-04-29","Fallecidos","Rocha",0
"2020-04-29","Fallecidos","Salto",0
"2020-04-29","Fallecidos","San José",0
"2020-04-29","Fallecidos","Soriano",0
"2020-04-29","Fallecidos","Tacuarembó",0
"2020-04-29","Fallecidos","Treinta y Tres",0
"2020-04-29","Personal de la salud  Confirmados ","Todo el país",95
"2020-04-29","Personal de la salud  Recuperados ","Todo el país",71
"2020-04-29","Personal de la salud  Activos ","Todo el país",24
"2020-04-29","Personal de la salud  Fallecidos ","Todo el país",0
"2020-04-29","Cantidad de Tests  Positivos ","Todo el país",18
"2020-04-29","Cantidad de Tests  Negativos ","Todo el país",858
"2020-04-29","Personas en CTI","Todo el país",11
"2020-04-29","Personas en CI","Todo el país",0
"2020-04-29","Fallecidos ","Todo el país",15
"2020-04-29","Casos nuevos ","Todo el país",5
"2020-04-30","Casos activos","Artigas",0
"2020-04-30","Casos activos","Canelones",14
"2020-04-30","Casos activos","Cerro Largo",0
"2020-04-30","Casos activos","Colonia",2
"2020-04-30","Casos activos","Durazno",0
"2020-04-30","Casos activos","Flores",0
"2020-04-30","Casos activos","Florida",0
"2020-04-30","Casos activos","Lavalleja",0
"2020-04-30","Casos activos","Maldonado",7
"2020-04-30","Casos activos","Montevideo",177
"2020-04-30","Casos activos","Paysandú",0
"2020-04-30","Casos activos","Río Negro",1
"2020-04-30","Casos activos","Rivera",0
"2020-04-30","Casos activos","Rocha",0
"2020-04-30","Casos activos","Salto",2
"2020-04-30","Casos activos","San José",2
"2020-04-30","Casos activos","Soriano",0
"2020-04-30","Casos activos","Tacuarembó",0
"2020-04-30","Casos activos","Treinta y Tres",4
"2020-04-30","Casos recuperados","Artigas",0
"2020-04-30","Casos recuperados","Canelones",69
"2020-04-30","Casos recuperados","Cerro Largo",0
"2020-04-30","Casos recuperados","Colonia",6
"2020-04-30","Casos recuperados","Durazno",1
"2020-04-30","Casos recuperados","Flores",1
"2020-04-30","Casos recuperados","Florida",0
"2020-04-30","Casos recuperados","Lavalleja",4
"2020-04-30","Casos recuperados","Maldonado",14
"2020-04-30","Casos recuperados","Montevideo",300
"2020-04-30","Casos recuperados","Paysandú",1
"2020-04-30","Casos recuperados","Río Negro",8
"2020-04-30","Casos recuperados","Rivera",0
"2020-04-30","Casos recuperados","Rocha",1
"2020-04-30","Casos recuperados","Salto",10
"2020-04-30","Casos recuperados","San José",1
"2020-04-30","Casos recuperados","Soriano",1
"2020-04-30","Casos recuperados","Tacuarembó",0
"2020-04-30","Casos recuperados","Treinta y Tres",0
"2020-04-30","Fallecidos","Artigas",0
"2020-04-30","Fallecidos","Canelones",2
"2020-04-30","Fallecidos","Cerro Largo",0
"2020-04-30","Fallecidos","Colonia",0
"2020-04-30","Fallecidos","Durazno",0
"2020-04-30","Fallecidos","Flores",0
"2020-04-30","Fallecidos","Florida",0
"2020-04-30","Fallecidos","Lavalleja",0
"2020-04-30","Fallecidos","Maldonado",4
"2020-04-30","Fallecidos","Montevideo",11
"2020-04-30","Fallecidos","Paysandú",0
"2020-04-30","Fallecidos","Río Negro",0
"2020-04-30","Fallecidos","Rivera",0
"2020-04-30","Fallecidos","Rocha",0
"2020-04-30","Fallecidos","Salto",0
"2020-04-30","Fallecidos","San José",0
"2020-04-30","Fallecidos","Soriano",0
"2020-04-30","Fallecidos","Tacuarembó",0
"2020-04-30","Fallecidos","Treinta y Tres",0
"2020-04-30","Personal de la salud  Confirmados ","Todo el país",96
"2020-04-30","Personal de la salud  Recuperados ","Todo el país",73
"2020-04-30","Personal de la salud  Activos ","Todo el país",22
"2020-04-30","Personal de la salud  Fallecidos ","Todo el país",1
"2020-04-30","Cantidad de Tests  Positivos ","Todo el país",11
"2020-04-30","Cantidad de Tests  Negativos ","Todo el país",720
"2020-04-30","Personas en CTI","Todo el país",10
"2020-04-30","Personas en CI","Todo el país",0
"2020-04-30","Fallecidos ","Todo el país",17
"2020-04-30","Casos nuevos ","Todo el país",13
"2020-04-30","Casos activos","Artigas",0
"2020-04-30","Casos activos","Canelones",14
"2020-04-30","Casos activos","Cerro Largo",0
"2020-04-30","Casos activos","Colonia",2
"2020-04-30","Casos activos","Durazno",0
"2020-04-30","Casos activos","Flores",0
"2020-04-30","Casos activos","Florida",0
"2020-04-30","Casos activos","Lavalleja",0
"2020-04-30","Casos activos","Maldonado",7
"2020-04-30","Casos activos","Montevideo",177
"2020-04-30","Casos activos","Paysandú",0
"2020-04-30","Casos activos","Río Negro",1
"2020-04-30","Casos activos","Rivera",0
"2020-04-30","Casos activos","Rocha",0
"2020-04-30","Casos activos","Salto",2
"2020-04-30","Casos activos","San José",2
"2020-04-30","Casos activos","Soriano",0
"2020-04-30","Casos activos","Tacuarembó",0
"2020-04-30","Casos activos","Treinta y Tres",4
"2020-04-30","Casos recuperados","Artigas",0
"2020-04-30","Casos recuperados","Canelones",69
"2020-04-30","Casos recuperados","Cerro Largo",0
"2020-04-30","Casos recuperados","Colonia",6
"2020-04-30","Casos recuperados","Durazno",1
"2020-04-30","Casos recuperados","Flores",1
"2020-04-30","Casos recuperados","Florida",0
"2020-04-30","Casos recuperados","Lavalleja",4
"2020-04-30","Casos recuperados","Maldonado",14
"2020-04-30","Casos recuperados","Montevideo",300
"2020-04-30","Casos recuperados","Paysandú",1
"2020-04-30","Casos recuperados","Río Negro",8
"2020-04-30","Casos recuperados","Rivera",0
"2020-04-30","Casos recuperados","Rocha",1
"2020-04-30","Casos recuperados","Salto",10
"2020-04-30","Casos recuperados","San José",1
"2020-04-30","Casos recuperados","Soriano",1
"2020-04-30","Casos recuperados","Tacuarembó",0
"2020-04-30","Casos recuperados","Treinta y Tres",0
"2020-04-30","Fallecidos","Artigas",0
"2020-04-30","Fallecidos","Canelones",2
"2020-04-30","Fallecidos","Cerro Largo",0
"2020-04-30","Fallecidos","Colonia",0
"2020-04-30","Fallecidos","Durazno",0
"2020-04-30","Fallecidos","Flores",0
"2020-04-30","Fallecidos","Florida",0
"2020-04-30","Fallecidos","Lavalleja",0
"2020-04-30","Fallecidos","Maldonado",4
"2020-04-30","Fallecidos","Montevideo",11
"2020-04-30","Fallecidos","Paysandú",0
"2020-04-30","Fallecidos","Río Negro",0
"2020-04-30","Fallecidos","Rivera",0
"2020-04-30","Fallecidos","Rocha",0
"2020-04-30","Fallecidos","Salto",0
"2020-04-30","Fallecidos","San José",0
"2020-04-30","Fallecidos","Soriano",0
"2020-04-30","Fallecidos","Tacuarembó",0
"2020-04-30","Fallecidos","Treinta y Tres",0
"2020-04-30","Personal de la salud  Confirmados ","Todo el país",96
"2020-04-30","Personal de la salud  Recuperados ","Todo el país",73
"2020-04-30","Personal de la salud  Activos ","Todo el país",22
"2020-04-30","Personal de la salud  Fallecidos ","Todo el país",1
"2020-04-30","Cantidad de Tests  Positivos ","Todo el país",11
"2020-04-30","Cantidad de Tests  Negativos ","Todo el país",720
"2020-04-30","Personas en CTI","Todo el país",10
"2020-04-30","Personas en CI","Todo el país",0
"2020-04-30","Fallecidos ","Todo el país",17
"2020-04-30","Casos nuevos ","Todo el país",13
"2020-05-01","Casos activos","Artigas",0
"2020-05-01","Casos activos","Canelones",13
"2020-05-01","Casos activos","Cerro Largo",0
"2020-05-01","Casos activos","Colonia",2
"2020-05-01","Casos activos","Durazno",0
"2020-05-01","Casos activos","Flores",0
"2020-05-01","Casos activos","Florida",0
"2020-05-01","Casos activos","Lavalleja",0
"2020-05-01","Casos activos","Maldonado",7
"2020-05-01","Casos activos","Montevideo",167
"2020-05-01","Casos activos","Paysandú",0
"2020-05-01","Casos activos","Río Negro",1
"2020-05-01","Casos activos","Rivera",0
"2020-05-01","Casos activos","Rocha",0
"2020-05-01","Casos activos","Salto",0
"2020-05-01","Casos activos","San José",2
"2020-05-01","Casos activos","Soriano",0
"2020-05-01","Casos activos","Tacuarembó",0
"2020-05-01","Casos activos","Treinta y Tres",4
"2020-05-01","Casos recuperados","Artigas",0
"2020-05-01","Casos recuperados","Canelones",72
"2020-05-01","Casos recuperados","Cerro Largo",0
"2020-05-01","Casos recuperados","Colonia",6
"2020-05-01","Casos recuperados","Durazno",1
"2020-05-01","Casos recuperados","Flores",1
"2020-05-01","Casos recuperados","Florida",0
"2020-05-01","Casos recuperados","Lavalleja",4
"2020-05-01","Casos recuperados","Maldonado",14
"2020-05-01","Casos recuperados","Montevideo",313
"2020-05-01","Casos recuperados","Paysandú",1
"2020-05-01","Casos recuperados","Río Negro",8
"2020-05-01","Casos recuperados","Rivera",0
"2020-05-01","Casos recuperados","Rocha",1
"2020-05-01","Casos recuperados","Salto",12
"2020-05-01","Casos recuperados","San José",1
"2020-05-01","Casos recuperados","Soriano",1
"2020-05-01","Casos recuperados","Tacuarembó",0
"2020-05-01","Casos recuperados","Treinta y Tres",0
"2020-05-01","Fallecidos","Artigas",0
"2020-05-01","Fallecidos","Canelones",2
"2020-05-01","Fallecidos","Cerro Largo",0
"2020-05-01","Fallecidos","Colonia",0
"2020-05-01","Fallecidos","Durazno",0
"2020-05-01","Fallecidos","Flores",0
"2020-05-01","Fallecidos","Florida",0
"2020-05-01","Fallecidos","Lavalleja",0
"2020-05-01","Fallecidos","Maldonado",4
"2020-05-01","Fallecidos","Montevideo",11
"2020-05-01","Fallecidos","Paysandú",0
"2020-05-01","Fallecidos","Río Negro",0
"2020-05-01","Fallecidos","Rivera",0
"2020-05-01","Fallecidos","Rocha",0
"2020-05-01","Fallecidos","Salto",0
"2020-05-01","Fallecidos","San José",0
"2020-05-01","Fallecidos","Soriano",0
"2020-05-01","Fallecidos","Tacuarembó",0
"2020-05-01","Fallecidos","Treinta y Tres",0
"2020-05-01","Personal de la salud  Confirmados ","Todo el país",97
"2020-05-01","Personal de la salud  Recuperados ","Todo el país",78
"2020-05-01","Personal de la salud  Activos ","Todo el país",18
"2020-05-01","Personal de la salud  Fallecidos ","Todo el país",1
"2020-05-01","Cantidad de Tests  Positivos ","Todo el país",5
"2020-05-01","Cantidad de Tests  Negativos ","Todo el país",802
"2020-05-01","Personas en CTI","Todo el país",10
"2020-05-01","Personas en CI","Todo el país",0
"2020-05-01","Fallecidos ","Todo el país",17
"2020-05-01","Casos nuevos ","Todo el país",5
"2020-05-02","Casos activos","Artigas",0
"2020-05-02","Casos activos","Canelones",15
"2020-05-02","Casos activos","Cerro Largo",0
"2020-05-02","Casos activos","Colonia",2
"2020-05-02","Casos activos","Durazno",0
"2020-05-02","Casos activos","Flores",0
"2020-05-02","Casos activos","Florida",0
"2020-05-02","Casos activos","Lavalleja",0
"2020-05-02","Casos activos","Maldonado",7
"2020-05-02","Casos activos","Montevideo",164
"2020-05-02","Casos activos","Paysandú",0
"2020-05-02","Casos activos","Río Negro",1
"2020-05-02","Casos activos","Rivera",0
"2020-05-02","Casos activos","Rocha",0
"2020-05-02","Casos activos","Salto",0
"2020-05-02","Casos activos","San José",2
"2020-05-02","Casos activos","Soriano",0
"2020-05-02","Casos activos","Tacuarembó",0
"2020-05-02","Casos activos","Treinta y Tres",4
"2020-05-02","Casos recuperados","Artigas",0
"2020-05-02","Casos recuperados","Canelones",72
"2020-05-02","Casos recuperados","Cerro Largo",0
"2020-05-02","Casos recuperados","Colonia",6
"2020-05-02","Casos recuperados","Durazno",1
"2020-05-02","Casos recuperados","Flores",1
"2020-05-02","Casos recuperados","Florida",0
"2020-05-02","Casos recuperados","Lavalleja",4
"2020-05-02","Casos recuperados","Maldonado",14
"2020-05-02","Casos recuperados","Montevideo",318
"2020-05-02","Casos recuperados","Paysandú",1
"2020-05-02","Casos recuperados","Río Negro",8
"2020-05-02","Casos recuperados","Rivera",0
"2020-05-02","Casos recuperados","Rocha",1
"2020-05-02","Casos recuperados","Salto",12
"2020-05-02","Casos recuperados","San José",1
"2020-05-02","Casos recuperados","Soriano",1
"2020-05-02","Casos recuperados","Tacuarembó",0
"2020-05-02","Casos recuperados","Treinta y Tres",0
"2020-05-02","Fallecidos","Artigas",0
"2020-05-02","Fallecidos","Canelones",2
"2020-05-02","Fallecidos","Cerro Largo",0
"2020-05-02","Fallecidos","Colonia",0
"2020-05-02","Fallecidos","Durazno",0
"2020-05-02","Fallecidos","Flores",0
"2020-05-02","Fallecidos","Florida",0
"2020-05-02","Fallecidos","Lavalleja",0
"2020-05-02","Fallecidos","Maldonado",4
"2020-05-02","Fallecidos","Montevideo",11
"2020-05-02","Fallecidos","Paysandú",0
"2020-05-02","Fallecidos","Río Negro",0
"2020-05-02","Fallecidos","Rivera",0
"2020-05-02","Fallecidos","Rocha",0
"2020-05-02","Fallecidos","Salto",0
"2020-05-02","Fallecidos","San José",0
"2020-05-02","Fallecidos","Soriano",0
"2020-05-02","Fallecidos","Tacuarembó",0
"2020-05-02","Fallecidos","Treinta y Tres",0
"2020-05-02","Personal de la salud  Confirmados","Todo el país",97
"2020-05-02","Personal de la salud  Recuperados","Todo el país",79
"2020-05-02","Personal de la salud  Activos","Todo el país",17
"2020-05-02","Personal de la salud  Fallecidos","Todo el país",1
"2020-05-02","Cantidad de Tests  Positivos","Todo el país",4
"2020-05-02","Cantidad de Tests  Negativos","Todo el país",606
"2020-05-02","Personas en CTI","Todo el país",10
"2020-05-02","Personas en CI","Todo el país",0
"2020-05-02","Fallecidos","Todo el país",17
"2020-05-02","Casos nuevos","Todo el país",4
"2020-05-03","Casos activos","Artigas",0
"2020-05-03","Casos activos","Canelones",15
"2020-05-03","Casos activos","Cerro Largo",0
"2020-05-03","Casos activos","Colonia",2
"2020-05-03","Casos activos","Durazno",0
"2020-05-03","Casos activos","Flores",0
"2020-05-03","Casos activos","Florida",0
"2020-05-03","Casos activos","Lavalleja",0
"2020-05-03","Casos activos","Maldonado",7
"2020-05-03","Casos activos","Montevideo",165
"2020-05-03","Casos activos","Paysandú",0
"2020-05-03","Casos activos","Río Negro",1
"2020-05-03","Casos activos","Rivera",0
"2020-05-03","Casos activos","Rocha",0
"2020-05-03","Casos activos","Salto",0
"2020-05-03","Casos activos","San José",1
"2020-05-03","Casos activos","Soriano",0
"2020-05-03","Casos activos","Tacuarembó",0
"2020-05-03","Casos activos","Treinta y Tres",5
"2020-05-03","Casos recuperados","Artigas",0
"2020-05-03","Casos recuperados","Canelones",72
"2020-05-03","Casos recuperados","Cerro Largo",0
"2020-05-03","Casos recuperados","Colonia",6
"2020-05-03","Casos recuperados","Durazno",1
"2020-05-03","Casos recuperados","Flores",1
"2020-05-03","Casos recuperados","Florida",0
"2020-05-03","Casos recuperados","Lavalleja",4
"2020-05-03","Casos recuperados","Maldonado",14
"2020-05-03","Casos recuperados","Montevideo",319
"2020-05-03","Casos recuperados","Paysandú",1
"2020-05-03","Casos recuperados","Río Negro",8
"2020-05-03","Casos recuperados","Rivera",0
"2020-05-03","Casos recuperados","Rocha",1
"2020-05-03","Casos recuperados","Salto",12
"2020-05-03","Casos recuperados","San José",2
"2020-05-03","Casos recuperados","Soriano",1
"2020-05-03","Casos recuperados","Tacuarembó",0
"2020-05-03","Casos recuperados","Treinta y Tres",0
"2020-05-03","Fallecidos","Artigas",0
"2020-05-03","Fallecidos","Canelones",2
"2020-05-03","Fallecidos","Cerro Largo",0
"2020-05-03","Fallecidos","Colonia",0
"2020-05-03","Fallecidos","Durazno",0
"2020-05-03","Fallecidos","Flores",0
"2020-05-03","Fallecidos","Florida",0
"2020-05-03","Fallecidos","Lavalleja",0
"2020-05-03","Fallecidos","Maldonado",4
"2020-05-03","Fallecidos","Montevideo",11
"2020-05-03","Fallecidos","Paysandú",0
"2020-05-03","Fallecidos","Río Negro",0
"2020-05-03","Fallecidos","Rivera",0
"2020-05-03","Fallecidos","Rocha",0
"2020-05-03","Fallecidos","Salto",0
"2020-05-03","Fallecidos","San José",0
"2020-05-03","Fallecidos","Soriano",0
"2020-05-03","Fallecidos","Tacuarembó",0
"2020-05-03","Fallecidos","Treinta y Tres",0
"2020-05-03","Personal de la salud  Confirmados ","Todo el país",97
"2020-05-03","Personal de la salud  Recuperados ","Todo el país",79
"2020-05-03","Personal de la salud  Activos ","Todo el país",17
"2020-05-03","Personal de la salud  Fallecidos ","Todo el país",1
"2020-05-03","Cantidad de Tests  Positivos ","Todo el país",7
"2020-05-03","Cantidad de Tests  Negativos ","Todo el país",768
"2020-05-03","Personas en CTI","Todo el país",10
"2020-05-03","Personas en CI","Todo el país",0
"2020-05-03","Fallecidos ","Todo el país",17
"2020-05-03","Casos nuevos ","Todo el país",3
"2020-05-03","Casos activos","Artigas",0
"2020-05-03","Casos activos","Canelones",15
"2020-05-03","Casos activos","Cerro Largo",0
"2020-05-03","Casos activos","Colonia",2
"2020-05-03","Casos activos","Durazno",0
"2020-05-03","Casos activos","Flores",0
"2020-05-03","Casos activos","Florida",0
"2020-05-03","Casos activos","Lavalleja",0
"2020-05-03","Casos activos","Maldonado",7
"2020-05-03","Casos activos","Montevideo",165
"2020-05-03","Casos activos","Paysandú",0
"2020-05-03","Casos activos","Río Negro",1
"2020-05-03","Casos activos","Rivera",0
"2020-05-03","Casos activos","Rocha",0
"2020-05-03","Casos activos","Salto",0
"2020-05-03","Casos activos","San José",1
"2020-05-03","Casos activos","Soriano",0
"2020-05-03","Casos activos","Tacuarembó",0
"2020-05-03","Casos activos","Treinta y Tres",5
"2020-05-03","Casos recuperados","Artigas",0
"2020-05-03","Casos recuperados","Canelones",72
"2020-05-03","Casos recuperados","Cerro Largo",0
"2020-05-03","Casos recuperados","Colonia",6
"2020-05-03","Casos recuperados","Durazno",1
"2020-05-03","Casos recuperados","Flores",1
"2020-05-03","Casos recuperados","Florida",0
"2020-05-03","Casos recuperados","Lavalleja",4
"2020-05-03","Casos recuperados","Maldonado",14
"2020-05-03","Casos recuperados","Montevideo",319
"2020-05-03","Casos recuperados","Paysandú",1
"2020-05-03","Casos recuperados","Río Negro",8
"2020-05-03","Casos recuperados","Rivera",0
"2020-05-03","Casos recuperados","Rocha",1
"2020-05-03","Casos recuperados","Salto",12
"2020-05-03","Casos recuperados","San José",2
"2020-05-03","Casos recuperados","Soriano",1
"2020-05-03","Casos recuperados","Tacuarembó",0
"2020-05-03","Casos recuperados","Treinta y Tres",0
"2020-05-03","Fallecidos","Artigas",0
"2020-05-03","Fallecidos","Canelones",2
"2020-05-03","Fallecidos","Cerro Largo",0
"2020-05-03","Fallecidos","Colonia",0
"2020-05-03","Fallecidos","Durazno",0
"2020-05-03","Fallecidos","Flores",0
"2020-05-03","Fallecidos","Florida",0
"2020-05-03","Fallecidos","Lavalleja",0
"2020-05-03","Fallecidos","Maldonado",4
"2020-05-03","Fallecidos","Montevideo",11
"2020-05-03","Fallecidos","Paysandú",0
"2020-05-03","Fallecidos","Río Negro",0
"2020-05-03","Fallecidos","Rivera",0
"2020-05-03","Fallecidos","Rocha",0
"2020-05-03","Fallecidos","Salto",0
"2020-05-03","Fallecidos","San José",0
"2020-05-03","Fallecidos","Soriano",0
"2020-05-03","Fallecidos","Tacuarembó",0
"2020-05-03","Fallecidos","Treinta y Tres",0
"2020-05-03","Personal de la salud  Confirmados ","Todo el país",97
"2020-05-03","Personal de la salud  Recuperados ","Todo el país",79
"2020-05-03","Personal de la salud  Activos ","Todo el país",17
